OG_id	D_melanogaster_all	D_melanogaster_gene	D_melanogaster_protein	D_yakuba_all	D_yakuba_gene	D_yakuba_protein	ML dN	ML dS	ML omega
31693	FBgn0034454	FBgn0034454	FBpp0085659	FBgn0229833	FBgn0229833	FBpp0257070	0.0028	0.2115	0.0132
31694	FBgn0050339	FBgn0050339	FBpp0087617	FBgn0239387	FBgn0239387	FBpp0267169	0.025	0.2672	0.0936
31699	FBgn0030503	FBgn0030503	FBpp0309341	FBgn0234576	FBgn0234576	FBpp0359708	0.0354	0.3271	0.1082
31700	FBgn0260942	FBgn0260942	FBpp0083655	FBgn0068262	FBgn0068262	FBpp0361332	0.0087	0.431	0.0202
31703	FBgn0036159	FBgn0036159	FBpp0075904	FBgn0239055	FBgn0239055	FBpp0357103	0.0974	0.3959	0.246
31708	FBgn0039807	FBgn0039807	FBpp0085080	FBgn0240549	FBgn0240549	FBpp0268366	0.0501	0.4267	0.1174
31715	FBgn0038510	FBgn0038510	FBpp0112156	FBgn0242352	FBgn0242352	FBpp0360117	0.0428	0.3308	0.1294
31718	FBgn0033784	FBgn0033784	FBpp0086918	FBgn0231088	FBgn0231088	FBpp0258420	0.0091	0.1351	0.0674
31721	FBgn0052600	FBgn0052600	FBpp0310122	FBgn0234622	FBgn0234622	FBpp0355044	0.019	0.1252	0.1518
31725	FBgn0039385	FBgn0039385	FBpp0084312	FBgn0240800	FBgn0240800	FBpp0268637	0.0685	0.3755	0.1824
31726	FBgn0010282	FBgn0010282	FBpp0081216	FBgn0228092	FBgn0228092	FBpp0255228	0.0117	0.3736	0.0313
31727	FBgn0033628	FBgn0033628	FBpp0293440	FBgn0230108	FBgn0230108	FBpp0257370	0.0273	0.3004	0.0909
31737	FBgn0032408	FBgn0032408	FBpp0079946	FBgn0230168	FBgn0230168	FBpp0257434	0.0218	0.448	0.0487
31739	FBgn0011278	FBgn0011278	FBpp0083490	FBgn0242069	FBgn0242069	FBpp0269985	0.0082	0.2872	0.0286
31740	FBgn0263040	FBgn0263040	FBpp0297782	FBgn0241444	FBgn0241444	FBpp0360715	0.1962	0.3934	0.4987
31741	FBgn0033264	FBgn0033264	FBpp0087861	FBgn0236538	FBgn0236538	FBpp0264188	0.0694	0.2581	0.2689
31745	FBgn0030347	FBgn0030347	FBpp0303978	FBgn0233241	FBgn0233241	FBpp0260682	0.0667	0.5801	0.115
31749	FBgn0037317	FBgn0037317	FBpp0099852	FBgn0242533	FBgn0242533	FBpp0270475	0.1246	0.445	0.28
31753	FBgn0039531	FBgn0039531	FBpp0084569	FBgn0228408	FBgn0228408	FBpp0356094	0.0255	0.2921	0.0873
31758	FBgn0040726	FBgn0040726	FBpp0311190	FBgn0229904	FBgn0229904	FBpp0257147	0.0172	0.1374	0.1252
31759	FBgn0033850	FBgn0033850	FBpp0086793	FBgn0230283	FBgn0230283	FBpp0364433	0.0238	0.2575	0.0924
31762	FBgn0031434	FBgn0031434	FBpp0311169	FBgn0068330	FBgn0068330	FBpp0260087	0.0454	0.3214	0.1413
31764	FBgn0008651	FBgn0008651	FBpp0304711	FBgn0242070;FBgn0242071;FBgn0228891	FBgn0242070	FBpp0269986	0.0516	0.2921	0.1767
31765	FBgn0025936	FBgn0025936	FBpp0088153	FBgn0232154	FBgn0232154	FBpp0259565	0.0311	0.27	0.1152
31771	FBgn0031817	FBgn0031817	FBpp0078900	FBgn0235857	FBgn0235857	FBpp0263450	0.0297	0.4635	0.0641
31773	FBgn0029935	FBgn0029935	FBpp0070979	FBgn0235001	FBgn0235001	FBpp0361054	0.022	0.3927	0.056
31774	FBgn0050495	FBgn0050495	FBpp0307928	FBgn0236498	FBgn0236498	FBpp0363988	0.0316	0.2918	0.1083
31786	FBgn0039366	FBgn0039366	FBpp0310940	FBgn0228518	FBgn0228518	FBpp0255679	0.1167	0.3296	0.3541
31787	FBgn0263398	FBgn0263398	FBpp0288805	FBgn0068278	FBgn0068278	FBpp0361829	0.1243	0.7076	0.1757
31796	FBgn0085377	FBgn0085377	FBpp0111469	FBgn0233481	FBgn0233481	FBpp0260932	0.0041	0.462	0.0089
31797	FBgn0030297	FBgn0030297	FBpp0073395	FBgn0234773	FBgn0234773	FBpp0262310	0.1194	0.4835	0.2469
31801	FBgn0037255	FBgn0037255	FBpp0078568	FBgn0242493;FBgn0242494	FBgn0242493	FBpp0270433	0.0251	0.2799	0.0897
31803	FBgn0039838	FBgn0039838	FBpp0112225	FBgn0228758	FBgn0228758	FBpp0255938	0.0246	0.3937	0.0625
31807	FBgn0000071	FBgn0000071	FBpp0081135	FBgn0241979	FBgn0241979	FBpp0363903	0.0153	0.295	0.0519
31811	FBgn0067628	FBgn0067628	FBpp0082457	FBgn0241390	FBgn0241390	FBpp0269271	0.0215	0.2848	0.0755
31817	FBgn0262366	FBgn0262366	FBpp0293191	FBgn0276142	FBgn0276142	FBpp0357311	0.1994	0.4054	0.4919
31819	FBgn0033903	FBgn0033903	FBpp0086650	FBgn0231219	FBgn0231219	FBpp0258567	0.0257	0.3464	0.0742
31840	FBgn0031906	FBgn0031906	FBpp0079092	FBgn0235781	FBgn0235781	FBpp0263371	0.0054	0.3374	0.016
31841	FBgn0039698	FBgn0039698	FBpp0084849	FBgn0241036	FBgn0241036	FBpp0268897	0.0088	0.2672	0.0329
31843	FBgn0030874	FBgn0030874	FBpp0074239	FBgn0235138	FBgn0235138	FBpp0262701	0.0233	0.4092	0.0569
31848	FBgn0031950	FBgn0031950	FBpp0310049	FBgn0235756	FBgn0235756	FBpp0263343	0.0532	0.2262	0.2352
31854	FBgn0051674	FBgn0051674	FBpp0308643	FBgn0068336	FBgn0068336	FBpp0257362	0.0259	0.2562	0.1011
31857	FBgn0034636	FBgn0034636	FBpp0300865	FBgn0231354	FBgn0231354	FBpp0258709	0.0001	0.092	0.0011
31860	FBgn0260986	FBgn0260986	FBpp0402838	FBgn0234190	FBgn0234190	FBpp0361500	0.0876	0.259	0.3382
31861	FBgn0027066	FBgn0027066	FBpp0289513	FBgn0236436	FBgn0236436	FBpp0352547	0.013	0.1981	0.0656
31862	FBgn0259481	FBgn0259481	FBpp0088371	FBgn0237530	FBgn0237530	FBpp0361198	0.0218	0.0928	0.2349
31865	FBgn0024184	FBgn0024184	FBpp0309490	FBgn0235131	FBgn0235131	FBpp0262693	0.0148	0.3434	0.0431
31871	FBgn0033990	FBgn0033990	FBpp0086552	FBgn0230024	FBgn0230024	FBpp0257277	0.1275	0.3017	0.4226
31876	FBgn0033448	FBgn0033448	FBpp0087570	FBgn0239271	FBgn0239271	FBpp0356923	0.0364	0.2984	0.122
31879	FBgn0027526	FBgn0027526	FBpp0083740	FBgn0228217	FBgn0228217	FBpp0255360	0.0068	0.3824	0.0178
31886	FBgn0028645	FBgn0028645	FBpp0080366	FBgn0236722	FBgn0236722	FBpp0264387	0.0174	0.1868	0.0931
31902	FBgn0033191	FBgn0033191	FBpp0088029	FBgn0068404	FBgn0068404	FBpp0268848	0.009	0.3545	0.0254
31907	FBgn0037023	FBgn0037023	FBpp0077931	FBgn0239603	FBgn0239603	FBpp0267390	0.0434	0.5375	0.0807
31918	FBgn0032321	FBgn0032321	FBpp0309447	FBgn0235913	FBgn0235913	FBpp0263508	0.023	0.3145	0.0731
31920	FBgn0030653	FBgn0030653	FBpp0073861	FBgn0234674	FBgn0234674	FBpp0262205	0.0261	0.3244	0.0805
31934	FBgn0031484	FBgn0031484	FBpp0077327	FBgn0235627	FBgn0235627	FBpp0362632	0.103	0.3325	0.3098
31935	FBgn0030872	FBgn0030872	FBpp0074238	FBgn0235137	FBgn0235137	FBpp0262700	0.0089	0.2585	0.0344
31938	FBgn0030015	FBgn0030015	FBpp0071135	FBgn0234939	FBgn0234939	FBpp0262484	0.1222	0.5271	0.2318
31942	FBgn0052099	FBgn0052099	FBpp0075732	FBgn0276227	FBgn0276227	FBpp0358572	0.0376	0.2457	0.153
31943	FBgn0037330	FBgn0037330	FBpp0078415	FBgn0242360	FBgn0242360	FBpp0270289	0.059	0.3113	0.1895
31948	FBgn0036557	FBgn0036557	FBpp0075274	FBgn0240085	FBgn0240085	FBpp0267892	0.0219	0.3163	0.0692
31955	FBgn0027496	FBgn0027496	FBpp0078891	FBgn0068192	FBgn0068192	FBpp0258911	0.0041	0.3784	0.0108
31958	FBgn0035031	FBgn0035031	FBpp0072221	FBgn0232031	FBgn0232031	FBpp0259434	0.062	0.3358	0.1846
31961	FBgn0030411	FBgn0030411	FBpp0073508	FBgn0234507	FBgn0234507	FBpp0262031	0.0408	0.3533	0.1155
31963	FBgn0032719	FBgn0032719	FBpp0309707	FBgn0230906	FBgn0230906	FBpp0357873	0.0851	0.2515	0.3384
31970	FBgn0032004	FBgn0032004	FBpp0079248	FBgn0228943	FBgn0228943	FBpp0256127	0.0363	0.3415	0.1063
31974	FBgn0039689	FBgn0039689	FBpp0084839	FBgn0241026	FBgn0241026	FBpp0268887	0.0101	0.328	0.0308
31975	FBgn0030744	FBgn0030744	FBpp0074083	FBgn0233529	FBgn0233529	FBpp0357263	0.0527	0.2346	0.2246
31976	FBgn0283659	FBgn0283659	FBpp0080286	FBgn0241836	FBgn0241836	FBpp0269742	0.0256	0.3318	0.0772
31984	FBgn0046302	FBgn0046302	FBpp0309281	FBgn0230410	FBgn0230410	FBpp0257695	0.1465	0.318	0.4607
31990	FBgn0053462	FBgn0053462	FBpp0086420	FBgn0229524	FBgn0229524	FBpp0256740	0.1849	0.4497	0.4112
31996	FBgn0032597	FBgn0032597	FBpp0080448	FBgn0230481	FBgn0230481	FBpp0257769	0.0116	0.2749	0.0422
32009	FBgn0036203	FBgn0036203	FBpp0075850	FBgn0237504	FBgn0237504	FBpp0265192	0.1747	0.5208	0.3354
32013	FBgn0036813	FBgn0036813	FBpp0074822	FBgn0068528	FBgn0068528	FBpp0264983	0.0052	0.2757	0.0189
32015	FBgn0038049	FBgn0038049	FBpp0082063	FBgn0068286	FBgn0068286	FBpp0271205	0.0069	0.3904	0.0177
32025	FBgn0030729	FBgn0030729	FBpp0288526	FBgn0233537	FBgn0233537	FBpp0260993	0.0288	0.4176	0.069
32038	FBgn0028841	FBgn0028841	FBpp0309208	FBgn0230806	FBgn0230806	FBpp0258115	0.0331	0.3503	0.0945
32042	FBgn0034666	FBgn0034666	FBpp0071636	FBgn0229984	FBgn0229984	FBpp0257235	0.06	0.5172	0.116
32050	FBgn0033767	FBgn0033767	FBpp0304300	FBgn0230231	FBgn0230231	FBpp0257498	0.0276	0.3362	0.0821
32063	FBgn0038472	FBgn0038472	FBpp0082869	FBgn0243151	FBgn0243151	FBpp0271122	0.0243	0.363	0.0669
32064	FBgn0030164	FBgn0030164	FBpp0307845	FBgn0235260	FBgn0235260	FBpp0262829	0.0335	0.4661	0.0719
32065	FBgn0037076	FBgn0037076	FBpp0293849	FBgn0239562;FBgn0239564	FBgn0239562	FBpp0358213	0.0425	0.2658	0.1599
32068	FBgn0050424	FBgn0050424	FBpp0112289	FBgn0229205	FBgn0229205	FBpp0354469	0.179	0.4383	0.4084
32069	FBgn0050156	FBgn0050156	FBpp0085515	FBgn0241415	FBgn0241415	FBpp0269301	0.1018	0.3278	0.3106
32075	FBgn0031282	FBgn0031282	FBpp0077675	FBgn0234583	FBgn0234583	FBpp0262110	0.0131	0.3237	0.0405
32078	FBgn0024995	FBgn0024995	FBpp0271787	FBgn0234416	FBgn0234416	FBpp0261937	0.0067	0.4048	0.0166
32088	FBgn0039472	FBgn0039472	FBpp0084523	FBgn0228452	FBgn0228452	FBpp0255608	0.0407	0.3821	0.1065
32095	FBgn0004106	FBgn0004106	FBpp0079641	FBgn0243052	FBgn0243052	FBpp0271019	0.0003	0.2808	0.0011
32096	FBgn0040368	FBgn0040368	FBpp0070242	FBgn0234059	FBgn0234059	FBpp0261554	0.2033	0.7252	0.2803
32097	FBgn0038950	FBgn0038950	FBpp0083630	FBgn0241187	FBgn0241187	FBpp0269058	0.0074	0.1879	0.0394
32103	FBgn0027053	FBgn0027053	FBpp0082743	FBgn0068181	FBgn0068181	FBpp0361794	0.0013	0.362	0.0036
32108	FBgn0035318	FBgn0035318	FBpp0072788	FBgn0238165	FBgn0238165	FBpp0265886	0.0282	0.3172	0.0889
32112	FBgn0039627	FBgn0039627	FBpp0084729	FBgn0240980	FBgn0240980	FBpp0268835	0.0115	0.3759	0.0306
32123	FBgn0014269	FBgn0014269	FBpp0085785	FBgn0231513	FBgn0231513	FBpp0258877	0.0083	0.2606	0.0318
32125	FBgn0039958	FBgn0039958	FBpp0112427	FBgn0232490	FBgn0232490	FBpp0360803	0.0225	0.2868	0.0785
32135	FBgn0029117	FBgn0029117	FBpp0076607	FBgn0238839	FBgn0238839	FBpp0266594	0.0304	0.3318	0.0916
32141	FBgn0033330	FBgn0033330	FBpp0087793	FBgn0236583	FBgn0236583	FBpp0264239	0.1134	0.3776	0.3003
32145	FBgn0038195	FBgn0038195	FBpp0082332	FBgn0241346	FBgn0241346	FBpp0360690	0.0345	0.3496	0.0987
32149	FBgn0039659	FBgn0039659	FBpp0306897	FBgn0228317	FBgn0228317	FBpp0255466	0.25	0.3433	0.7282
32154	FBgn0039864	FBgn0039864	FBpp0085226	FBgn0240504	FBgn0240504	FBpp0268318	0.0134	0.3216	0.0417
32165	FBgn0027841	FBgn0027841	FBpp0083075	FBgn0242611	FBgn0242611	FBpp0270556	0.0098	0.3184	0.0308
32170	FBgn0023521	FBgn0023521	FBpp0070308	FBgn0233765	FBgn0233765	FBpp0261235	0.026	0.312	0.0833
32171	FBgn0064225	FBgn0064225	FBpp0110421	FBgn0067916	FBgn0067916	FBpp0260289	0.0003	0.2876	0.001
32172	FBgn0029980	FBgn0029980	FBpp0071083	FBgn0234959	FBgn0234959	FBpp0262506	0.0145	0.3471	0.0418
32177	FBgn0036832	FBgn0036832	FBpp0074838	FBgn0239758;FBgn0240002	FBgn0239758	FBpp0267549	0.052	0.2642	0.1968
32194	FBgn0036648	FBgn0036648	FBpp0075120	FBgn0239433	FBgn0239433	FBpp0267216	0.028	0.3724	0.0752
32196	FBgn0032770	FBgn0032770	FBpp0080738	FBgn0230933	FBgn0230933	FBpp0258253	0.0344	0.4314	0.0797
32199	FBgn0010501	FBgn0010501	FBpp0071971	FBgn0231917	FBgn0231917	FBpp0364604	0.0238	0.342	0.0696
32205	FBgn0035233	FBgn0035233	FBpp0072626	FBgn0238437	FBgn0238437	FBpp0266171	0.0178	0.3855	0.0462
32208	FBgn0035228	FBgn0035228	FBpp0305592	FBgn0068472	FBgn0068472	FBpp0265962	0.0105	0.2487	0.0422
32212	FBgn0034554	FBgn0034554	FBpp0307272	FBgn0229910	FBgn0229910	FBpp0257153	0.1554	0.5086	0.3055
32213	FBgn0038110	FBgn0038110	FBpp0082187	FBgn0068230	FBgn0068230	FBpp0269482	0.0147	0.2699	0.0545
32214	FBgn0029974	FBgn0029974	FBpp0071086	FBgn0234962	FBgn0234962	FBpp0262509	0.0143	0.1959	0.073
32220	FBgn0036327	FBgn0036327	FBpp0075634	FBgn0237408	FBgn0237408	FBpp0265094	0.0675	0.2862	0.2358
32222	FBgn0261993	FBgn0261993	FBpp0292830	FBgn0228642	FBgn0228642	FBpp0360331	0.0434	0.2976	0.1458
32225	FBgn0035855	FBgn0035855	FBpp0076444	FBgn0238591	FBgn0238591	FBpp0266337	0.1616	0.4098	0.3943
32226	FBgn0029905	FBgn0029905	FBpp0070935	FBgn0233968	FBgn0233968	FBpp0261452	0.0269	0.2742	0.0981
32227	FBgn0032364	FBgn0032364	FBpp0079826	FBgn0235939	FBgn0235939	FBpp0263538	0.2117	0.4305	0.4918
32237	FBgn0053341	FBgn0053341	FBpp0083997	FBgn0240660	FBgn0240660	FBpp0268490	0.0522	0.4073	0.1282
32239	FBgn0037359	FBgn0037359	FBpp0078361	FBgn0228032	FBgn0228032	FBpp0255162	0.0205	0.4257	0.0482
32244	FBgn0032119	FBgn0032119	FBpp0079410	FBgn0236225	FBgn0236225	FBpp0263851	0.0435	0.2868	0.1517
32245	FBgn0260459	FBgn0260459	FBpp0075592	FBgn0237389	FBgn0237389	FBpp0265075	0.0749	0.3744	0.2001
32264	FBgn0050366	FBgn0050366	FBpp0112285	FBgn0240314	FBgn0240314	FBpp0268123	0.122	0.3375	0.3615
32271	FBgn0031834	FBgn0031834	FBpp0309856	FBgn0235846	FBgn0235846	FBpp0363784	0.0471	0.3497	0.1347
32275	FBgn0039726	FBgn0039726	FBpp0084874	FBgn0228274	FBgn0228274	FBpp0255419	0.0015	0.2656	0.0056
32282	FBgn0002931	FBgn0002931	FBpp0303487	FBgn0234011	FBgn0234011	FBpp0261504	0.0398	0.2311	0.1722
32284	FBgn0031472	FBgn0031472	FBpp0307129	FBgn0235616	FBgn0235616	FBpp0263195	0.0969	0.3648	0.2656
32287	FBgn0030740	FBgn0030740	FBpp0074016	FBgn0233534	FBgn0233534	FBpp0260988	0.0466	0.3608	0.1292
32290	FBgn0030005	FBgn0030005	FBpp0290136	FBgn0233327	FBgn0233327	FBpp0260772	0.0654	0.3739	0.1749
32292	FBgn0001091;FBgn0001092	FBgn0001091	FBpp0099914	FBgn0234709;FBgn0013924	FBgn0234709	FBpp0262241	0.0138	1.117	0.0124
32294	FBgn0028412	FBgn0028412	FBpp0079855	FBgn0232546;FBgn0276464;FBgn0276383;FBgn0276237;FBgn0230506;FBgn0276602;FBgn0275679	FBgn0232546	FBpp0259966	0.2366	0.5503	0.4299
32295	FBgn0034422	FBgn0034422	FBpp0085693	FBgn0229800	FBgn0229800	FBpp0257035	0.0518	0.3249	0.1594
32296	FBgn0038608	FBgn0038608	FBpp0291513	FBgn0242291	FBgn0242291	FBpp0363622	0.0361	0.2235	0.1615
32299	FBgn0037819	FBgn0037819	FBpp0112127	FBgn0241787	FBgn0241787	FBpp0269691	0.0028	0.3466	0.0081
32302	FBgn0085484	FBgn0085484	FBpp0111673	FBgn0238116	FBgn0238116	FBpp0265834	0.0107	0.3186	0.0336
32327	FBgn0032968	FBgn0032968	FBpp0085284	FBgn0230645	FBgn0230645	FBpp0257941	0.0984	0.3679	0.2675
32328	FBgn0035035	FBgn0035035	FBpp0072224	FBgn0232034	FBgn0232034	FBpp0259437	0.0128	0.2216	0.0578
32329	FBgn0052066	FBgn0052066	FBpp0076007	FBgn0237583	FBgn0237583	FBpp0265274	0.0026	0.1822	0.0143
32330	FBgn0030507	FBgn0030507	FBpp0309343	FBgn0234578	FBgn0234578	FBpp0262105	0.0434	0.2733	0.1588
32331	FBgn0051682	FBgn0051682	FBpp0077484	FBgn0232761	FBgn0232761	FBpp0260183	0.0636	0.3086	0.2061
32346	FBgn0032615	FBgn0032615	FBpp0080477	FBgn0230852;FBgn0230851	FBgn0230852	FBpp0258167	0.0685	0.307	0.2231
32349	FBgn0033815	FBgn0033815	FBpp0086856	FBgn0230265	FBgn0230265	FBpp0257538	0.0218	0.2973	0.0733
32351	FBgn0028707	FBgn0028707	FBpp0309545	FBgn0235978	FBgn0235978	FBpp0263580	0.0461	0.3611	0.1277
32352	FBgn0038189	FBgn0038189	FBpp0082341	FBgn0241523	FBgn0241523	FBpp0269415	0.0706	0.3966	0.178
32356	FBgn0031476	FBgn0031476	FBpp0077313	FBgn0235619	FBgn0235619	FBpp0263198	0.0188	0.5027	0.0374
32360	FBgn0010222	FBgn0010222	FBpp0081476	FBgn0241902	FBgn0241902	FBpp0269811	0.0239	0.381	0.0627
32366	FBgn0010504	FBgn0010504	FBpp0087889	FBgn0240456	FBgn0240456	FBpp0357913	0.0024	0.3087	0.0078
32373	FBgn0035316	FBgn0035316	FBpp0072789	FBgn0238166	FBgn0238166	FBpp0265887	0.0783	0.3762	0.2081
32376	FBgn0014931	FBgn0014931	FBpp0081254	FBgn0242048	FBgn0242048	FBpp0360153	0.1469	0.4206	0.3493
32380	FBgn0037092	FBgn0037092	FBpp0304961	FBgn0237096;FBgn0240462	FBgn0237096	FBpp0264773	0.0027	0.2832	0.0095
32382	FBgn0031184	FBgn0031184	FBpp0077061	FBgn0232859	FBgn0232859	FBpp0260282	0.0576	0.3372	0.1708
32394	FBgn0010516	FBgn0010516	FBpp0087187	FBgn0067920	FBgn0067920	FBpp0258515	0.0056	0.2534	0.0221
32397	FBgn0034050	FBgn0034050	FBpp0086426	FBgn0229531	FBgn0229531	FBpp0256747	0.0878	0.3574	0.2457
32409	FBgn0029866	FBgn0029866	FBpp0303811	FBgn0234243	FBgn0234243	FBpp0261758	0.0415	0.3175	0.1307
32412	FBgn0031047	FBgn0031047	FBpp0074513	FBgn0233422	FBgn0233422	FBpp0260870	0.0043	0.4343	0.0099
32417	FBgn0032503	FBgn0032503	FBpp0302873	FBgn0236048	FBgn0236048	FBpp0361279	0.0695	0.3215	0.2162
32418	FBgn0265271	FBgn0265271	FBpp0081901	FBgn0241326	FBgn0241326	FBpp0269205	0.03	0.3849	0.0779
32424	FBgn0031644	FBgn0031644	FBpp0077082	FBgn0235740	FBgn0235740	FBpp0263325	0.0437	0.4371	0.1
32429	FBgn0036373	FBgn0036373	FBpp0075553	FBgn0239209	FBgn0239209	FBpp0356442	0.0295	0.2269	0.13
32430	FBgn0013762	FBgn0013762	FBpp0086483	FBgn0231768	FBgn0231768	FBpp0259155	0.0003	0.2678	0.0011
32431	FBgn0035003	FBgn0035003	FBpp0072264	FBgn0229265	FBgn0229265	FBpp0256470	0.0349	0.3544	0.0985
32433	FBgn0028382	FBgn0028382	FBpp0086101	FBgn0229657	FBgn0229657	FBpp0256881	0.0102	0.2947	0.0346
32435	FBgn0038674	FBgn0038674	FBpp0083125	FBgn0242639	FBgn0242639	FBpp0270585	0.0224	0.2632	0.0851
32436	FBgn0036008	FBgn0036008	FBpp0076155	FBgn0238502	FBgn0238502	FBpp0266240	0.0141	0.18	0.0783
32446	FBgn0039593	FBgn0039593	FBpp0084676	FBgn0240951	FBgn0240951	FBpp0268806	0.1437	0.3356	0.4282
32448	FBgn0051055	FBgn0051055	FBpp0084612	FBgn0228404	FBgn0228404	FBpp0361776	0.1962	0.3606	0.5441
32449	FBgn0263512	FBgn0263512	FBpp0309767	FBgn0234302	FBgn0234302	FBpp0261820	0.0213	0.2448	0.087
32456	FBgn0035152	FBgn0035152	FBpp0305571	FBgn0238290	FBgn0238290	FBpp0266018	0.0397	0.424	0.0936
32459	FBgn0033434	FBgn0033434	FBpp0087615	FBgn0236643	FBgn0236643	FBpp0359774	0.0482	0.3658	0.1318
32464	FBgn0035542	FBgn0035542	FBpp0300394	FBgn0238704	FBgn0238704	FBpp0357893	0.0455	0.1949	0.2335
32465	FBgn0000576	FBgn0000576	FBpp0082326	FBgn0243334	FBgn0243334	FBpp0271314	0.0037	0.204	0.0181
32473	FBgn0050053	FBgn0050053	FBpp0086986	FBgn0231101	FBgn0231101	FBpp0258437	0.0483	0.2828	0.1708
32475	FBgn0026192	FBgn0026192	FBpp0074230	FBgn0235125	FBgn0235125	FBpp0262687	0.0038	0.2007	0.0189
32481	FBgn0261479	FBgn0261479	FBpp0085222	FBgn0240501	FBgn0240501	FBpp0268314	0.0086	0.299	0.0288
32482	FBgn0004363	FBgn0004363	FBpp0079772	FBgn0067938	FBgn0067938	FBpp0258250	0.0001	0.0726	0.0014
32490	FBgn0000826	FBgn0000826	FBpp0070225	FBgn0234047	FBgn0234047	FBpp0261542	0.0185	0.5264	0.0351
32493	FBgn0032986	FBgn0032986	FBpp0289153	FBgn0230667	FBgn0230667	FBpp0257963	0.062	0.2795	0.2218
32497	FBgn0029975	FBgn0029975	FBpp0071047	FBgn0233312	FBgn0233312	FBpp0260755	0.011	0.3034	0.0363
32498	FBgn0034069	FBgn0034069	FBpp0290414	FBgn0229541	FBgn0229541	FBpp0256757	0.0377	0.1821	0.207
32501	FBgn0035453	FBgn0035453	FBpp0289339	FBgn0238634	FBgn0238634	FBpp0357084	0.0355	0.3398	0.1045
32503	FBgn0040340	FBgn0040340	FBpp0070164	FBgn0277105	FBgn0277105	FBpp0354508	0.76	54.2824	0.014
32506	FBgn0031876	FBgn0031876	FBpp0078990	FBgn0235806	FBgn0235806	FBpp0263397	0.0378	0.3712	0.1018
32512	FBgn0052392	FBgn0052392	FBpp0076657	FBgn0237782	FBgn0237782	FBpp0355600	0.0274	0.2891	0.0948
32518	FBgn0034583	FBgn0034583	FBpp0071470	FBgn0068505	FBgn0068505	FBpp0258755	0.0087	0.3534	0.0246
32530	FBgn0038921	FBgn0038921	FBpp0083568	FBgn0228133	FBgn0228133	FBpp0255270	0.0097	0.4346	0.0223
32546	FBgn0054056	FBgn0054056	FBpp0100164	FBgn0238386	FBgn0238386	FBpp0266117	0.0269	0.5089	0.0529
32547	FBgn0037370	FBgn0037370	FBpp0078370	FBgn0228039	FBgn0228039	FBpp0255169	0.0374	0.2503	0.1494
32559	FBgn0039503	FBgn0039503	FBpp0084547	FBgn0228427	FBgn0228427	FBpp0255581	0.0897	0.4398	0.204
32561	FBgn0038685	FBgn0038685	FBpp0083148	FBgn0242650	FBgn0242650	FBpp0270597	0.04	0.5258	0.0761
32564	FBgn0030964	FBgn0030964	FBpp0074411	FBgn0235198	FBgn0235198	FBpp0262763	0.0261	0.3691	0.0707
32566	FBgn0025634	FBgn0025634	FBpp0070116	FBgn0234129	FBgn0234129	FBpp0261639	0.0802	0.4684	0.1712
32567	FBgn0037538	FBgn0037538	FBpp0081281	FBgn0242054	FBgn0242054	FBpp0269970	0.0281	0.3045	0.0923
32570	FBgn0041625;FBgn0041624;FBgn0041623	FBgn0041625	FBpp0076712	FBgn0238813;FBgn0238811;FBgn0275643;FBgn0238814	FBgn0238813	FBpp0266568	0.5352	2.5889	0.2067
32576	FBgn0031913	FBgn0031913	FBpp0079090	FBgn0235779	FBgn0235779	FBpp0263369	0.0083	0.4481	0.0185
32577	FBgn0029801	FBgn0029801	FBpp0070775	FBgn0233954	FBgn0233954	FBpp0261438	0.0185	0.2161	0.0856
32579	FBgn0037970	FBgn0037970	FBpp0081959	FBgn0243189	FBgn0243189	FBpp0271163	0.0676	0.4368	0.1548
32580	FBgn0036005	FBgn0036005	FBpp0076199	FBgn0238507	FBgn0238507	FBpp0266245	0.0227	0.2826	0.0803
32589	FBgn0037723	FBgn0037723	FBpp0081556	FBgn0243016	FBgn0243016	FBpp0270980	0.0059	0.3606	0.0164
32591	FBgn0038983	FBgn0038983	FBpp0083678	FBgn0241168	FBgn0241168	FBpp0269038	0.0002	0.2279	0.0009
32592	FBgn0033322	FBgn0033322	FBpp0087803	FBgn0240025	FBgn0240025	FBpp0267830	0.0529	0.4788	0.1105
32600	FBgn0261356	FBgn0261356	FBpp0291480	FBgn0241774	FBgn0241774	FBpp0358959	0.0193	0.2283	0.0845
32602	FBgn0039378	FBgn0039378	FBpp0289406	FBgn0240795	FBgn0240795	FBpp0268632	0.0966	0.2602	0.3713
32607	FBgn0037697	FBgn0037697	FBpp0081520	FBgn0241878	FBgn0241878	FBpp0355283	0.0037	0.222	0.0167
32612	FBgn0038630	FBgn0038630	FBpp0297098	FBgn0242608	FBgn0242608	FBpp0360076	0.0188	0.3002	0.0626
32614	FBgn0263240	FBgn0263240	FBpp0088057	FBgn0241091	FBgn0241091	FBpp0268958	0.0082	0.2873	0.0285
32618	FBgn0000611	FBgn0000611	FBpp0305514	FBgn0234722	FBgn0234722	FBpp0262254	0.0001	0.1429	0.0007
32627	FBgn0033549	FBgn0033549	FBpp0087317	FBgn0230558	FBgn0230558	FBpp0257848	0.0457	0.4121	0.1109
32635	FBgn0041087	FBgn0041087	FBpp0087590	FBgn0236627	FBgn0236627	FBpp0264285	0.0256	0.3044	0.0841
32641	FBgn0035471	FBgn0035471	FBpp0073017	FBgn0238649	FBgn0238649	FBpp0266398	0.0116	0.2364	0.0491
