"FBgn" "ML.dN" "ML.dS" "ML.omega"
"FBgn0039641" 0.0275 0.3029 0.0908
"FBgn0037086" 0.0977 0.3965 0.2464
"FBgn0031877" 0.0163 0.2926 0.0557
"FBgn0038381" 0.0647 0.3363 0.1924
"FBgn0000061" 0.0105 0.2256 0.0465
"FBgn0086683" 0.0669 0.3559 0.188
"FBgn0039265" 0.0189 0.2134 0.0886
"FBgn0030933" 0.111 0.5418 0.2049
"FBgn0259794" 0.0729 0.4462 0.1634
"FBgn0037412" 0.0162 0.2711 0.0598
"FBgn0037472" 0.0231 0.2103 0.1098
"FBgn0033873" 0.0204 0.3529 0.0578
"FBgn0032853" 0.0904 0.5048 0.1791
"FBgn0031826" 0.0913 0.4214 0.2167
"FBgn0028533" 0.0178 0.2014 0.0884
"FBgn0037852" 0.012 0.2451 0.049
"FBgn0026390" 0.0595 0.3199 0.186
"FBgn0052512" 0.0233 0.1909 0.1221
"FBgn0038902" 0.0133 0.3368 0.0395
"FBgn0037455" 0.0632 0.2918 0.2166
"FBgn0037454" 0.0319 0.356 0.0896
"FBgn0038550" 0.2244 0.4342 0.5168
"FBgn0259729" 0.0276 0.3412 0.0809
"FBgn0033309" 0.0366 0.1892 0.1934
"FBgn0052452" 0.1785 0.3223 0.5538
"FBgn0039712" 0.017 0.4709 0.0361
"FBgn0035059" 0.018 0.2825 0.0637
"FBgn0040398" 0.0482 0.7107 0.0678
"FBgn0036211" 0.0755 0.4646 0.1625
"FBgn0051244" 0.0607 0.4009 0.1514
"FBgn0037242" 0.0387 0.268 0.1444
"FBgn0040629" 0.0238 0.4547 0.0523
"FBgn0034713" 0.0499 0.2881 0.1732
"FBgn0032178" 0.0294 0.3104 0.0947
"FBgn0036990" 0.0046 0.2568 0.0179
"FBgn0036306" 0.0298 0.3368 0.0885
"FBgn0038986" 0.0054 0.3951 0.0137
"FBgn0031610" 0.0974 0.4421 0.2203
"FBgn0038074" 0.0073 0.2919 0.025
"FBgn0050022" 0.0097 0.2989 0.0325
"FBgn0035587" 0.0229 0.2973 0.077
"FBgn0030894" 0.0104 0.1809 0.0575
"FBgn0038741" 0.0984 0.4083 0.241
"FBgn0036703" 0.1515 0.5935 0.2553
"FBgn0086355" 0.0281 0.2967 0.0947
"FBgn0000560" 0.0196 0.2517 0.0779
"FBgn0004832" 0.0254 0.4839 0.0525
"FBgn0039799" 0.0338 0.4052 0.0834
"FBgn0015776" 0.0292 0.2938 0.0994
"FBgn0038462" 0.0135 0.2829 0.0477
"FBgn0033994" 0.032 0.2957 0.1082
"FBgn0039370" 0.0959 0.344 0.2788
"FBgn0037671" 0.0083 0.2218 0.0374
"FBgn0030195" 0.071 0.4632 0.1533
"FBgn0039806" 0.0179 0.2689 0.0666
"FBgn0263750" 0.0999 0.2187 0.4568
"FBgn0033469" 0.3331 0.6509 0.5118
"FBgn0003330" 0.0029 0.3259 0.0089
"FBgn0036924" 0.0727 0.2484 0.2927
"FBgn0259143" 0.0218 0.1014 0.215
"FBgn0034731" 0.0053 0.1601 0.0331
"FBgn0041156" 0.0173 0.2615 0.0662
"FBgn0250791" 0.0042 0.3263 0.0129
"FBgn0034057" 0.0014 0.2931 0.0048
"FBgn0031003" 0.0386 0.2706 0.1426
"FBgn0011705" 0.0157 0.2406 0.0653
"FBgn0034776" 0.0963 0.3282 0.2934
"FBgn0003140" 0.0774 0.5817 0.1331
"FBgn0033949" 0.0189 0.4226 0.0447
"FBgn0039043" 0.0038 0.2335 0.0163
"FBgn0004635" 0.0188 0.3202 0.0587
"FBgn0000370" 0.0655 0.2255 0.2905
"FBgn0038000" 0.0549 0.2917 0.1882
"FBgn0038974" 0.0149 0.3085 0.0483
"FBgn0027052" 0.0114 0.4211 0.0271
"FBgn0037608" 0.0102 0.2931 0.0348
"FBgn0032406" 0.1027 0.3335 0.3079
"FBgn0029608" 0.0497 0.4561 0.109
"FBgn0030742" 0.0026 0.4158 0.0063
"FBgn0030737" 0.0091 0.2086 0.0436
"FBgn0038380" 0.0218 0.4582 0.0476
"FBgn0025615" 0.1091 0.6649 0.1641
"FBgn0052650" 0.0924 0.4956 0.1864
"FBgn0262656" 0.0711 0.4439 0.1602
"FBgn0283652" 0.0518 0.4517 0.1147
"FBgn0031881" 0.0128 0.2647 0.0484
"FBgn0038924" 0.017 0.1643 0.1035
"FBgn0086254" 0.0304 0.2306 0.1318
"FBgn0052459" 0.1513 0.2503 0.6045
"FBgn0032086" 0.0321 0.2517 0.1275
"FBgn0014028" 0.0025 0.6063 0.0041
"FBgn0039008" 0.0042 0.1978 0.0212
"FBgn0038765" 0.0651 0.3072 0.2119
"FBgn0031468" 0.0579 0.3895 0.1487
"FBgn0037164" 0.0409 0.424 0.0965
"FBgn0264744" 0.2407 0.3933 0.612
"FBgn0031470" 0.1421 0.4512 0.3149
"FBgn0004956" 0.0209 0.3534 0.0591
"FBgn0032670" 0.0636 0.373 0.1705
"FBgn0065035" 0.0794 0.3155 0.2517
"FBgn0032478" 0.0274 0.3502 0.0782
"FBgn0033453" 0.0801 0.4705 0.1702
"FBgn0027844" 0.0106 0.3629 0.0292
"FBgn0035876" 0.0218 0.2594 0.084
"FBgn0031309" 0.0056 0.3515 0.0159
"FBgn0025381" 0.0076 0.3453 0.022
"FBgn0032668" 0.0705 0.5266 0.1339
"FBgn0035670" 0.0244 0.4038 0.0604
"FBgn0002716" 0.0324 0.1724 0.1879
"FBgn0033905" 0.0608 0.3693 0.1646
"FBgn0020305" 0.0085 0.4254 0.02
"FBgn0032084" 0.0211 0.2358 0.0895
"FBgn0085479" 0.0831 0.2965 0.2803
"FBgn0027949" 0.0479 0.2568 0.1865
"FBgn0038102" 0.0893 0.2821 0.3166
"FBgn0005660" 0.032 0.2087 0.1533
"FBgn0052225" 0.0162 0.2641 0.0613
"FBgn0037850" 0.0845 0.3435 0.246
"FBgn0016041" 0.0299 0.2544 0.1175
"FBgn0031155" 0.2243 0.4408 0.5088
"FBgn0267823" 0.0342 0.3874 0.0883
"FBgn0031189" 0.0577 0.4763 0.1211
"FBgn0030943" 0.0908 0.4852 0.1871
"FBgn0030997" 0.0111 0.2193 0.0506
"FBgn0028852" 0.1548 0.3955 0.3914
"FBgn0029851" 0.0071 0.1438 0.0494
"FBgn0031494" 0.0538 0.3197 0.1683
"FBgn0031722" 0.0752 0.4687 0.1604
"FBgn0035458" 0.0709 0.256 0.277
"FBgn0030847" 0.0304 0.2117 0.1436
"FBgn0033581" 0.0351 0.2801 0.1253
"FBgn0030578" 0.1335 0.5267 0.2535
"FBgn0053093" 0.0775 0.3337 0.2322
"FBgn0036039" 0.0047 0.1185 0.0397
"FBgn0028992" 0.0173 0.3882 0.0446
"FBgn0032789" 0.0466 0.2829 0.1647
"FBgn0036423" 0.075 0.316 0.2373
"FBgn0031607" 0.0159 0.3956 0.0402
"FBgn0000137" 0.0296 0.2543 0.1164
"FBgn0035435" 0.016 0.2973 0.0538
"FBgn0261020" 0.0168 0.3296 0.051
"FBgn0265607" 0.0207 0.1942 0.1066
"FBgn0029994" 0.0353 0.3823 0.0923
"FBgn0030057" 0.0788 0.3793 0.2078
"FBgn0034958" 0.0167 0.1783 0.0937
"FBgn0035631" 0.0131 0.3369 0.0389
"FBgn0036550" 0.013 0.3077 0.0422
"FBgn0025383" 0.0343 0.3434 0.0999
"FBgn0027786" 0.025 0.2003 0.1248
"FBgn0031740" 0.0268 0.3677 0.0729
"FBgn0032358" 0.0272 0.2815 0.0966
"FBgn0037342" 0.0131 0.4035 0.0325
"FBgn0040383" 0.0094 0.4545 0.0207
"FBgn0030421" 0.0418 0.342 0.1222
"FBgn0035234" 0.018 0.2268 0.0794
"FBgn0051803" 0.0031 0.3374 0.0092
"FBgn0054002" 0.1209 0.3636 0.3325
"FBgn0004580" 0.0014 0.102 0.0137
"FBgn0027950" 0.0121 0.2216 0.0546
"FBgn0034051" 0.0255 0.2044 0.1248
"FBgn0004888" 0.0013 0.1968 0.0066
"FBgn0036199" 0.0105 0.259 0.0405
"FBgn0039360" 0.0028 0.2403 0.0117
"FBgn0038708" 0.0274 0.3456 0.0793
"FBgn0050363" 0.05 0.4846 0.1032
"FBgn0033904" 0.0108 0.2413 0.0448
"FBgn0039226" 0.0117 0.4119 0.0284
"FBgn0051785" 0.1185 0.2943 0.4027
"FBgn0032250" 0.0236 0.3796 0.0622
"FBgn0039577" 0.0736 0.3598 0.2046
"FBgn0029121" 0.0257 0.2849 0.0902
"FBgn0035656" 0.0133 0.3432 0.0388
"FBgn0036136" 0.022 0.3736 0.0589
"FBgn0037986" 0.0796 0.3087 0.2579
"FBgn0032247" 0.0426 0.3263 0.1306
"FBgn0026562" 0.0119 0.4514 0.0264
"FBgn0030668" 0.0212 0.3033 0.0699
"FBgn0037166" 0.0338 0.3731 0.0906
"FBgn0031452" 0.0328 0.4167 0.0787
"FBgn0038084" 0.0139 0.2108 0.0659
"FBgn0050082" 0.1541 0.2683 0.5744
"FBgn0285913" 0.0011 0.1914 0.0057
"FBgn0028381" 0.009 0.4606 0.0195
"FBgn0035755" 0.0092 0.3872 0.0238
"FBgn0036553" 0.0126 0.3349 0.0376
"FBgn0052250" 0.0068 0.2864 0.0237
"FBgn0003302" 0.1595 0.4613 0.3458
"FBgn0036979" 0.0367 0.2794 0.1314
"FBgn0265180" 0.0122 0.326 0.0374
"FBgn0052190" 0.0204 0.3904 0.0523
"FBgn0033879" 0.0084 0.2707 0.031
"FBgn0038892" 0.0157 0.3017 0.052
"FBgn0032075" 0.0357 0.4148 0.0861
"FBgn0000221" 0.0293 0.5372 0.0545
"FBgn0030418" 0.31 1.4072 0.2203
"FBgn0031264" 0.101 0.2795 0.3614
"FBgn0054010" 0.0964 0.4605 0.2093
"FBgn0020235" 0.0013 0.1117 0.0116
"FBgn0014163" 0.0049 0.2226 0.022
"FBgn0036362" 0.0333 0.393 0.0847
"FBgn0037687" 0.0205 0.3779 0.0542
"FBgn0034833" 0.0759 0.3344 0.227
"FBgn0034345" 0.0137 0.1513 0.0905
"FBgn0001170" 0.0321 0.2606 0.1232
"FBgn0052056" 0.0165 0.2113 0.0781
"FBgn0031143" 0.025 0.3847 0.065
"FBgn0038170" 0.0126 0.3238 0.0389
"FBgn0085414" 0.0027 0.164 0.0165
"FBgn0038327" 0.0298 0.3994 0.0746
"FBgn0001297" 0.0426 0.2783 0.1531
"FBgn0038925" 0.0095 0.2142 0.0444
"FBgn0032483" 0.0682 0.343 0.1988
"FBgn0062517" 0.0298 0.3187 0.0935
"FBgn0031232" 0.0442 0.2707 0.1633
"FBgn0033412" 0.041 0.3504 0.117
"FBgn0053127" 0.026 0.3572 0.0728
"FBgn0038388" 0.0467 0.4123 0.1133
"FBgn0026395" 0.0579 0.3199 0.181
"FBgn0003360" 0.0014 0.025 0.056
"FBgn0030724" 0.0125 0.2393 0.0522
"FBgn0036125" 0.1301 0.3211 0.4052
"FBgn0031652" 0.0315 0.2766 0.1139
"FBgn0083966" 0.1315 0.4031 0.3262
"FBgn0029720" 0.0319 0.3536 0.0902
"FBgn0034883" 0.0387 0.3631 0.1066
"FBgn0038183" 0.0285 0.3963 0.0719
"FBgn0037609" 0.0017 0.187 0.0091
"FBgn0030099" 0.0187 0.3369 0.0555
"FBgn0015831" 0.1091 0.1975 0.5524
"FBgn0053458" 0.1249 0.4333 0.2883
"FBgn0035768" 0.0549 0.3104 0.1769
"FBgn0032130" 0.0211 0.3466 0.0609
"FBgn0050412" 0.0452 0.3052 0.1481
"FBgn0036356" 0.0167 0.2761 0.0605
"FBgn0053109" 0.0749 0.2986 0.2508
"FBgn0036949" 0.0761 0.2697 0.2822
"FBgn0032859" 0.0029 0.2077 0.014
"FBgn0001077" 0.0284 0.2078 0.1367
"FBgn0037282" 0.1056 0.2027 0.521
"FBgn0023517" 0.0182 0.3075 0.0592
"FBgn0039158" 0.0254 0.2385 0.1065
"FBgn0260743" 0.0055 0.2184 0.0252
"FBgn0030671" 0.022 0.2708 0.0812
"FBgn0038941" 0.0384 0.3429 0.112
"FBgn0052487" 0.051 0.3759 0.1357
"FBgn0035715" 0.015 0.2396 0.0626
"FBgn0031660" 0.0195 0.2798 0.0697
"FBgn0034065" 0.0192 0.3101 0.0619
"FBgn0031058" 0.209 0.4651 0.4494
"FBgn0002962" 0.0699 0.2387 0.2928
"FBgn0030710" 0.0203 0.1861 0.1091
"FBgn0050088" 0.0952 0.4705 0.2023
"FBgn0028853" 0.0568 0.5114 0.1111
"FBgn0003162" 0.0162 0.2581 0.0628
"FBgn0050491" 0.2393 7.1312 0.0336
"FBgn0028965" 0.0352 0.235 0.1498
"FBgn0031987" 0.018 0.3851 0.0467
"FBgn0036264" 0.0346 0.4504 0.0768
"FBgn0010551" 0.0012 0.1998 0.006
"FBgn0032734" 0.1352 0.3214 0.4207
"FBgn0034978" 0.0098 0.2325 0.0422
"FBgn0039107" 0.0286 0.4619 0.0619
"FBgn0052302" 0.0452 0.4502 0.1004
"FBgn0013433" 0.0161 0.1695 0.095
"FBgn0024285" 0.006 0.3082 0.0195
"FBgn0025111" 0.0056 0.4568 0.0123
"FBgn0015801" 0.0318 0.3344 0.0951
"FBgn0035042" 0.0869 0.4365 0.1991
"FBgn0030409" 0.101 0.3811 0.265
"FBgn0030528" 0.0333 0.3008 0.1107
"FBgn0051363" 0.0261 0.0788 0.3312
"FBgn0045486" 0.091 0.3092 0.2943
"FBgn0051296" 0.0913 0.2961 0.3083
"FBgn0038471" 0.0199 0.2958 0.0673
"FBgn0052488" 0.0434 0.3318 0.1308
"FBgn0038455" 0.1048 0.4693 0.2233
"FBgn0032150" 0.0512 0.3052 0.1678
"FBgn0029827" 0.0487 0.3112 0.1565
"FBgn0037650" 0.1629 0.6678 0.2439
"FBgn0038582" 0.0418 0.2811 0.1487
"FBgn0039889" 0.0457 0.2526 0.1809
"FBgn0035198" 0.012 0.6808 0.0176
"FBgn0031391" 0.0686 0.3755 0.1827
"FBgn0000459" 0.0157 0.2428 0.0647
"FBgn0053627" 0.0678 0.3157 0.2148
"FBgn0031094" 0.0399 0.583 0.0684
"FBgn0028520" 0.0707 0.4009 0.1764
"FBgn0023526" 0.0188 0.2442 0.077
"FBgn0046114" 0.0295 0.3785 0.0779
"FBgn0029745" 0.1548 0.3073 0.5037
"FBgn0038771" 0.0146 0.4066 0.0359
"FBgn0260995" 0.0483 0.2378 0.2031
"FBgn0040285" 0.0037 0.282 0.0131
"FBgn0000451" 0.0152 0.2088 0.0728
"FBgn0040491" 0.0061 0.2835 0.0215
"FBgn0036556" 0.0042 0.1268 0.0331
"FBgn0052203" 0.1776 0.3641 0.4878
"FBgn0026373" 0.0015 0.4465 0.0034
"FBgn0036552" 0.0629 0.2689 0.2339
"FBgn0052040" 0.0544 0.3367 0.1616
"FBgn0003042" 0.0148 0.2002 0.0739
"FBgn0031745" 0.0039 0.3846 0.0101
"FBgn0037270" 0.0015 0.5277 0.0028
"FBgn0029863" 0.0191 0.3307 0.0578
"FBgn0261446" 0.0271 0.2062 0.1314
"FBgn0033266" 0.0149 0.2751 0.0542
"FBgn0037294" 0.1598 0.3808 0.4196
"FBgn0002522" 0.0358 0.23 0.1557
"FBgn0029812" 0.0469 0.5787 0.081
"FBgn0034577" 0.0045 0.2705 0.0166
"FBgn0036551" 0.0078 0.2337 0.0334
"FBgn0260470" 0.0333 0.2859 0.1165
"FBgn0030396" 0.0197 0.2892 0.0681
"FBgn0034624" 0.0482 0.4013 0.1201
"FBgn0033199" 0.01 0.2801 0.0357
"FBgn0034879" 0.0095 0.5916 0.0161
"FBgn0038672" 0.0253 0.3443 0.0735
"FBgn0002985" 0.0108 0.2962 0.0365
"FBgn0035429" 0.0203 0.2527 0.0803
"FBgn0035109" 0.0581 0.3691 0.1574
"FBgn0031768" 0.0194 0.4321 0.0449
"FBgn0031108" 0.0568 0.2838 0.2001
"FBgn0031888" 0.1005 0.4122 0.2438
"FBgn0029943" 0.0128 0.2707 0.0473
"FBgn0036361" 0.0496 0.2965 0.1673
"FBgn0085599" 0.1057 0.3578 0.2954
"FBgn0034623" 0.0241 0.3314 0.0727
"FBgn0033934" 0.0042 0.3603 0.0117
"FBgn0033069" 0.0696 0.3683 0.189
"FBgn0050280" 0.0309 0.3515 0.0879
"FBgn0036953" 0.0634 0.4116 0.154
"FBgn0001995" 0.0342 0.3043 0.1124
"FBgn0039651" 0.0256 0.3376 0.0758
"FBgn0037206" 0.0594 0.2335 0.2544
"FBgn0039797" 0.0797 0.3924 0.2031
"FBgn0036775" 0.023 0.2384 0.0965
"FBgn0263239" 0.0107 0.1875 0.0571
"FBgn0085224" 0.0201 0.3722 0.054
"FBgn0039040" 0.105 0.296 0.3547
"FBgn0034159" 0.0163 0.1866 0.0874
"FBgn0051115" 0.0165 0.309 0.0534
"FBgn0011640" 0.0037 0.1525 0.0243
"FBgn0035078" 0.0295 0.4758 0.062
"FBgn0024956" 0.0106 0.2837 0.0374
"FBgn0260812" 0.0139 0.193 0.072
"FBgn0011570" 3e-04 0.2974 0.001
"FBgn0261609" 0.0133 0.3318 0.0401
"FBgn0050414" 0.4506 3.264 0.1381
"FBgn0038691" 0.1298 0.5009 0.2591
"FBgn0036510" 0.0143 0.2992 0.0478
"FBgn0051752" 0.2182 0.4798 0.4548
"FBgn0036052" 0.0048 0.259 0.0185
"FBgn0052693" 0.0549 0.3318 0.1655
"FBgn0026582" 0.0326 0.2524 0.1292
"FBgn0038966" 0.0094 0.272 0.0346
"FBgn0027610" 0.0307 0.3312 0.0927
"FBgn0267975" 0.0049 0.0977 0.0502
"FBgn0014388" 0.0129 0.1847 0.0698
"FBgn0262782" 0.0092 0.2578 0.0357
"FBgn0030346" 0.0116 0.2458 0.0472
"FBgn0038494" 0.0292 0.2039 0.1432
"FBgn0037263" 0.0782 0.3142 0.2489
"FBgn0036075" 0.1251 0.4725 0.2648
"FBgn0038773" 0.3203 0.4833 0.6627
"FBgn0035588" 0.0156 0.2325 0.0671
"FBgn0031638" 0.0585 0.347 0.1686
"FBgn0038951" 0.0043 0.3781 0.0114
"FBgn0031478" 0.0284 0.3306 0.0859
"FBgn0038357" 0.0453 0.3578 0.1266
"FBgn0025833" 0.0075 0.2142 0.035
"FBgn0039500" 0.0226 0.3681 0.0614
"FBgn0024811" 0.0063 0.2872 0.0219
"FBgn0003527" 0.0525 0.2774 0.1893
"FBgn0030474" 0.0686 0.3888 0.1764
"FBgn0031717" 0.0047 0.2886 0.0163
"FBgn0036908" 0.078 0.3723 0.2095
"FBgn0034884" 0.0251 0.3264 0.0769
"FBgn0035532" 0.0611 0.4772 0.128
"FBgn0037084" 0.0117 0.2417 0.0484
"FBgn0036848" 0.0342 0.3018 0.1133
"FBgn0030460" 0.0318 0.3429 0.0927
"FBgn0027872" 0.0106 0.1633 0.0649
"FBgn0037063" 0.0063 0.33 0.0191
"FBgn0031974" 0.1464 0.3403 0.4302
"FBgn0034948" 0.0312 0.2216 0.1408
"FBgn0040093" 0.0649 0.3591 0.1807
"FBgn0263118" 0.0218 0.4047 0.0539
"FBgn0036920" 0.0137 0.5041 0.0272
"FBgn0037543" 0.0064 0.3801 0.0168
"FBgn0030745" 2e-04 0.1562 0.0013
"FBgn0020508" 0.0145 0.3978 0.0365
"FBgn0031907" 0.0303 0.4027 0.0752
"FBgn0039147" 0.1512 0.3805 0.3974
"FBgn0051200" 0.0518 0.3729 0.1389
"FBgn0031739" 0.1298 0.4533 0.2863
"FBgn0037788" 0.0139 0.2151 0.0646
"FBgn0260474" 0.0992 0.4025 0.2465
"FBgn0033705" 0.0161 0.4535 0.0355
"FBgn0030352" 0.0198 0.1765 0.1122
"FBgn0028941" 0.1176 0.2643 0.4449
"FBgn0034191" 0.0162 0.358 0.0453
"FBgn0011270" 0.0141 0.3428 0.0411
"FBgn0037912" 0.0167 0.3256 0.0513
"FBgn0259236" 0.0145 0.2202 0.0658
"FBgn0036179" 0.0098 0.2305 0.0425
"FBgn0039028" 0.068 0.2578 0.2638
"FBgn0034402" 0.0185 0.2857 0.0648
"FBgn0052568" 0.4948 0.6002 0.8244
"FBgn0039522" 0.0539 0.3761 0.1433
"FBgn0023197" 0.2972 22.1536 0.0134
"FBgn0260777" 0.1031 0.2252 0.4578
"FBgn0051199" 0.0454 0.3481 0.1304
"FBgn0030658" 0.0074 0.424 0.0175
"FBgn0039065" 0.1267 0.4332 0.2925
"FBgn0015781" 0.0201 0.2833 0.0709
"FBgn0035678" 0.0881 0.4133 0.2132
"FBgn0038425" 0.0316 0.3362 0.094
"FBgn0051274" 0.036 0.2109 0.1707
"FBgn0036353" 0.0111 0.315 0.0352
"FBgn0033097" 0.0244 0.308 0.0792
"FBgn0043806" 0.0293 0.3399 0.0862
"FBgn0034397" 0.0665 0.2488 0.2673
"FBgn0038805" 0.0303 0.2773 0.1093
"FBgn0038857" 0.0229 0.2749 0.0833
"FBgn0038092" 0.0068 0.188 0.0362
"FBgn0021800" 0.0081 0.0692 0.1171
"FBgn0021856" 0.0251 0.304 0.0826
"FBgn0038585" 0.0027 0.3295 0.0082
"FBgn0261673" 0.0126 0.2393 0.0527
"FBgn0031908" 0.0015 0.2635 0.0057
"FBgn0030101" 0.111 0.3851 0.2882
"FBgn0004170" 0.0188 0.2415 0.0778
"FBgn0051081" 0.0374 0.3127 0.1196
"FBgn0037620" 0.0754 0.3975 0.1897
"FBgn0039929" 0.1872 0.4476 0.4182
"FBgn0040353" 0.1009 0.344 0.2933
"FBgn0283462" 0.0598 0.2782 0.215
"FBgn0033582" 0.045 0.3365 0.1337
"FBgn0036905" 0.0334 0.5017 0.0666
"FBgn0036738" 0.0438 0.3151 0.139
"FBgn0038482" 0.0138 0.2811 0.0491
"FBgn0052409" 0.0049 0.2118 0.0231
"FBgn0038204" 0.2023 0.485 0.4171
"FBgn0051826" 0.026 0.3318 0.0784
"FBgn0032922" 0.0634 0.2603 0.2436
"FBgn0066114" 0.0087 0.2808 0.031
"FBgn0038484" 0.0181 0.2849 0.0635
"FBgn0050486" 0.0342 0.345 0.0991
"FBgn0038479" 0.072 0.4375 0.1646
"FBgn0032290" 0.0237 0.378 0.0627
"FBgn0031041" 0.0839 0.2289 0.3665
"FBgn0051245" 0.106 0.2342 0.4526
"FBgn0000233" 0.0127 0.275 0.0462
"FBgn0034464" 0.1292 0.3433 0.3763
"FBgn0028581" 0.055 0.2507 0.2194
"FBgn0267790" 0.0175 0.3115 0.0562
"FBgn0031419" 0.032 0.3056 0.1047
"FBgn0032663" 0.031 0.1654 0.1874
"FBgn0034940" 0.0219 0.3235 0.0677
"FBgn0000056" 0.0118 0.3016 0.0391
"FBgn0035251" 0.0056 0.2644 0.0212
"FBgn0035824" 0.0197 0.3156 0.0624
"FBgn0036022" 0.0172 0.3845 0.0447
"FBgn0050090" 0.1581 0.5284 0.2992
"FBgn0039128" 0.043 0.2566 0.1676
"FBgn0260458" 0.1125 0.417 0.2698
"FBgn0023174" 0.0166 0.2027 0.0819
"FBgn0037672" 0.0237 0.3411 0.0695
"FBgn0030406" 0.0673 0.3248 0.2072
"FBgn0036940" 0.0624 0.2023 0.3085
"FBgn0036072" 0.0647 0.3636 0.1779
"FBgn0016715" 0.019 0.354 0.0537
"FBgn0040107" 0.1186 0.4357 0.2722
"FBgn0032090" 0.0679 0.4052 0.1676
"FBgn0035436" 0.023 0.3961 0.0581
"FBgn0031395" 0.016 0.2551 0.0627
"FBgn0032047" 0.0638 0.3717 0.1716
"FBgn0032624" 0.1669 0.4189 0.3984
"FBgn0034667" 0.1234 0.4611 0.2676
"FBgn0022344" 0.0172 0.313 0.055
"FBgn0039038" 0.0467 0.1689 0.2765
"FBgn0037418" 0.0288 0.2551 0.1129
"FBgn0262112" 0.0301 0.3391 0.0888
"FBgn0051269" 0.0312 0.2583 0.1208
"FBgn0032916" 0.0466 0.2716 0.1716
"FBgn0039488" 0.039 0.3831 0.1018
"FBgn0038431" 0.0189 0.2495 0.0758
"FBgn0027453" 4e-04 0.3605 0.0011
"FBgn0031389" 0.219 0.3921 0.5585
"FBgn0032639" 0.3127 0.4484 0.6974
"FBgn0027544" 0.089 0.3378 0.2635
"FBgn0031733" 0.1543 0.3553 0.4343
"FBgn0029711" 0.0449 0.3461 0.1297
"FBgn0032124" 0.0255 0.4418 0.0577
"FBgn0038957" 0.0496 0.2654 0.1869
"FBgn0038126" 0.0231 0.1818 0.1271
"FBgn0036707" 0.0419 0.2516 0.1665
"FBgn0026718" 0.0049 0.3697 0.0133
"FBgn0050390" 0.0062 0.3616 0.0171
"FBgn0030391" 0.0016 0.3029 0.0053
"FBgn0004898" 0.0232 0.2675 0.0867
"FBgn0000100" 0.0052 0.2526 0.0206
"FBgn0053986" 0.0547 0.3379 0.1619
"FBgn0050493" 0.0168 0.3038 0.0553
"FBgn0085200" 0.0491 0.3208 0.1531
"FBgn0031360" 0.0083 0.2362 0.0351
"FBgn0014466" 0.0542 0.4388 0.1235
"FBgn0032160" 0.0185 0.1959 0.0944
"FBgn0036128" 0.1765 1.0761 0.164
"FBgn0031117" 0.0109 0.2953 0.0369
"FBgn0051266" 0.059 0.3212 0.1837
"FBgn0031082" 0.164 0.8377 0.1958
"FBgn0039118" 0.0178 0.3927 0.0453
"FBgn0051835" 0.1866 0.3274 0.5699
"FBgn0043010" 0.0066 0.4103 0.0161
"FBgn0034507" 0.0473 0.2156 0.2194
"FBgn0037478" 0.0178 0.3493 0.051
"FBgn0053339" 0.0772 0.3289 0.2347
"FBgn0035505" 0.0013 0.1398 0.0093
"FBgn0250821" 0.0136 0.3634 0.0374
"FBgn0034382" 0.0404 0.4631 0.0872
"FBgn0052857" 0.0434 0.3793 0.1144
"FBgn0014092" 0.0391 0.2885 0.1355
"FBgn0031626" 0.2284 0.4037 0.5658
"FBgn0085464" 0.1415 0.6168 0.2294
"FBgn0250842" 0.0129 0.2275 0.0567
"FBgn0010830" 0.0587 0.2392 0.2454
"FBgn0031128" 0.2569 0.3683 0.6975
"FBgn0031821" 0.0607 0.3126 0.1942
"FBgn0033154" 0.0636 0.3753 0.1695
"FBgn0020906" 0.0278 0.1846 0.1506
"FBgn0085456" 0.038 0.3318 0.1145
"FBgn0030107" 0.0245 0.2921 0.0839
"FBgn0026778" 0.0242 0.3039 0.0796
"FBgn0043364" 0.0149 0.2397 0.0622
"FBgn0034120" 0.1494 0.4548 0.3285
"FBgn0260967" 0.1113 0.2939 0.3787
"FBgn0030915" 0.0148 0.3771 0.0392
"FBgn0034282" 0.028 0.2669 0.1049
"FBgn0265047" 0.0411 0.3673 0.1119
"FBgn0052062" 0.0151 0.094 0.1606
"FBgn0024558" 0.0015 0.201 0.0075
"FBgn0031249" 0.0684 0.3869 0.1768
"FBgn0053260" 0.0444 0.2469 0.1798
"FBgn0036367" 0.0475 0.2571 0.1848
"FBgn0085306" 0.1703 0.3522 0.4835
"FBgn0033884" 0.0096 0.3336 0.0288
"FBgn0032620" 0.0424 0.3816 0.1111
"FBgn0037879" 0.0297 0.4111 0.0722
"FBgn0022338" 0.0132 0.2666 0.0495
"FBgn0036228" 0.0569 0.3909 0.1456
"FBgn0033457" 0.0413 0.4664 0.0886
"FBgn0038485" 0.0252 0.2748 0.0917
"FBgn0029828" 0.0495 0.3593 0.1378
"FBgn0266521" 0.0664 0.3262 0.2036
"FBgn0022724" 0.0359 0.3752 0.0957
"FBgn0038087" 0.0076 0.2283 0.0333
"FBgn0032772" 0.0255 0.2452 0.104
"FBgn0040153" 0.0129 0.2529 0.051
"FBgn0030348" 0.05 0.3371 0.1483
"FBgn0015010" 0.0451 0.2949 0.1529
"FBgn0039642" 0.0289 0.3516 0.0822
"FBgn0030851" 0.0177 0.2929 0.0604
"FBgn0050362" 0.1003 0.3683 0.2723
